	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
B13_NODE_6		7.750444741218758	0.0		0.0		0.0020730631595169			5.453791695021362						19.271766145909957						0.0066732769906109				0.0298490883642166		0.0450151600646494		0.0064476564214098		0.0269025907369609		0.0042563009824603			0.0067258564316912	0.0039120753362528	0.0011964640384311			0.3748249575042856	0.110049605366055					0.010510135267293											0.0049557142628333	0.001913820723775		0.0032321458720965	0.0021996676426749				0.0026219230727698								0.0025929888661037					0.0136501512102436		0.0057513034664585	0.0	0.0056030203025672		0.0446469953439239		0.0086411429347242			
B13_NODE_7										0.3530053533478236												0.0																					0.0										0.0			0.0	0.0	0.0																0.0	0.0					0.0											
B13_NODE_8									0.445355127371453	7098.051316280226				1.0897349443008666			6.199597892197794					0.1525337794249192																				0.4525701139753694			0.0150271157585991	414.8795248816233	385.5382441692034			0.029515430449279											0.0211888463415147	0.1019140539644672	0.0155624513846999				0.5902981076061395							0.3668155393102915								0.0337027922150651		0.822981757555464							
B13_NODE_9										3.418505667298474				0.0033312121670724			0.0021917060272511	0.0002752263932347																								0.0143404394023969																					0.0029256518992113																												
B13_NODE_11										0.1037994240142683																																																						0.0																											
B13_NODE_13	0.0	0.010914779753935			0.0			0.0		0.0053213767857567										0.0362763637904308				0.0			0.0			0.0127864687418444		0.0						0.002709181337175						0.0								0.0002958629968286					0.0006453349373806			0.0	0.0		0.0						0.0								0.0						0.0			0.0078228374294424					0.0
B13_NODE_14										15.847495706635122																																																																																	
B13_NODE_16										0.0014959545066075				0.0			0.0											0.0														0.0	0.0																					0.0																						0.0036652823063748	0.0				
B13_NODE_20				0.0		0.0			0.0	0.0							0.0																																											0.0									0.0				0.0							0.0		0.0									
B13_NODE_25										0.0233992306220838		0.0		0.0														0.0				0.0																	0.0020709064141889		0.0	0.0								0.0		0.0	0.0											0.0	0.0																
B13_NODE_27										3.6200777050070783																																																																																	
B13_NODE_28										0.0331240044802325																																										0.0019644374257863																				0.0295230795102003	0.0478993012680969													0.0075747561307062	0.0085426065346283				
B13_NODE_29		0.0550060502635777								6.397969308828929		1.7517793794222658	0.0056026827666462			0.0055453913307783					0.1221729160299924						0.025940120160725				0.0103028859338834	0.331197826184835		0.0370109700010341				0.021469612895545		0.0107247164386076		0.1003293350593075		0.0136305700589653						0.0066198881185784			3.053917606366544							0.0244126533671842	0.0294988498244219		0.0142741548600664		0.0357990017001149				0.2366814494909962				0.0412035634883357	0.0240965921165256						0.0120729903804779		0.0233429303663563	0.9074108341175908	0.023269953094749			0.0666872235937877			1.511666661051361	
B13_NODE_34	0.0087897354567995		0.0108521924907929	0.0034330297824636	0.0129515727798439		0.0367678225279661	0.0208670677745744	0.0152698206614426	9.80368078656044	0.0047344902685819			0.0183559438201525			0.2359603055900442				0.0088901972171546	0.0121391957000164	0.0202972615293131	0.0047184591513258	0.0185063686511973	0.0396687693561691	0.0024413914012664	0.0268169863379127		0.0252023260503592				0.7840634908106443		0.008071068354877	0.0072296791752186					0.0142136557652169				0.0113308217993486	0.0011497425483578	0.0251054045739234			0.0088270436698804		0.007751885610233				0.0114476855562917		0.0213077543763933	0.0188085198459181		0.0335845187034315	0.0390132780736045	0.0022055836752706	0.0				0.0048641535199204		0.0238383947906561	0.0013146052797701		0.0226788513039281			0.0155731882481632			0.0396705289285906			0.0011284383321251	0.0470868236303435		0.0566645772513271	0.0422228066384163	0.0114739511085898	0.0116508521579664	0.0055693925230056	
B13_NODE_35										4.611282053526784																																0.4745149632656339				0.0315595460704653	0.0395927953703438																																												
B13_NODE_36										0.0107558736508334																																																																																	
B13_NODE_37										5.45375800857749																	0.2142309716618989			0.0052188613805592		0.1442070858138739																							0.0552367372707908					0.0182570681273383																							0.0011683769228489								
B13_NODE_41				1.362172628571206						0.4679792350594546																																																											0.0064823785981455																		0.5754712355444574	0.4415501244185764			
B13_NODE_42		0.007286309060313							0.0023259140673706	0.0138393913925318		0.0013368320624045			0.0	0.0128548607071277						0.0082366959870535	0.0	0.0037732817227183					0.0		0.0012636658918311			0.0103662210925995				0.0	0.0013712885551073								0.0012259093924284				0.0037647230704781								0.0		0.0050096525679275						0.0030050323173736		0.0077795826919704	0.0013839218942187						0.0012499197486408	0.0	0.0255062914645476					0.0	0.0490385927293491		0.0530202532145234		0.0034954469844141			
B13_NODE_45									0.0	0.0												0.0															0.0																				0.0			0.0			0.0	0.0																				0.0							
B13_NODE_46								0.0174968074140221		0.4967403401544039						0.0024756665981319																																														0.0														0.0037912940575741	0.0025828907154335														
B13_NODE_47										0.1481518236346312																																																																																	
B13_NODE_48										1.844850043483142																																																																																	
B13_NODE_49										0.0038959483063941							0.0											0.0												0.0006982826882506								0.0													0.0																														
B13_NODE_50										2.685585131976584		7.107764718121467																																																																															
B13_NODE_51										6.179634150667466				0.0163787626243033			0.117831381958597						0.0346655369268018									0.0460767543209875					0.0188152586419857						0.0498875112844713																	0.3723637188573292		0.0723341762284162							0.6639178729877839			0.1238986182613548		0.0360454373919079												0.0245066278582039					
B13_NODE_52	0.0073880556366735	0.0089349000534433	0.0449999780607623		0.0765333825479252	0.00264262647006	0.0074920093511633		0.0378931478282142	0.6757414002157546	0.0		0.0416032452004385								0.0081518148879435	0.0055654826219212				0.0	0.0	0.0156803759227666		0.0169466931466842	0.0066410628193212	0.1375706793775003		0.0314053000138701		0.0	0.0							0.0037955652586703	0.0055267900095844	0.0139684167594022	0.0064426375187793	0.0133645371809506	0.014805021696241								0.0455448351347718		0.0029849755926307	0.0013174305391791	0.0013163850358567		0.0079495554550358	0.0012359093918374	0.0		0.0037902312988475				0.0101087256277463	0.0309391057169321								0.0133986456370367						0.0168481420250439	0.0166257718356154		0.1397122730825087	0.0062416716293183	
B13_NODE_53									0.0	0.088619768443214																																				0.0	0.0025776257978613																		0.0															0.0			0.0								
B13_NODE_55										0.1422392084830608																																																																																	
B13_NODE_58			0.0							0.0		0.0		0.0		0.0	0.0	0.0													0.0			0.0	0.0			0.0										0.0			0.0		0.0						0.0		0.0			0.0																											
B13_NODE_59				0.0123308069783489						1.525748553754445																								0.2430719269227589																									0.0135528084007463																											0.5815104681543255					
B13_NODE_60										0.1408860817136157																	0.0																																																																
B13_NODE_61			0.0013149247599572				0.0081000674627402			0.2073089035630104		0.0159511426147987					0.0									0.0				0.0015268418137739						0.0		0.0										0.0												0.0021365315520798			0.002864916137822		0.0																					0.0014011963190283					
B13_NODE_62		0.0	0.0		0.0					0.0								0.0																								0.0											0.0								0.0																										0.0				
B13_NODE_67										2.842961541895842																																																		0.1710633509525485																															
B13_NODE_68										21.742207133269545								0.273543146051463																				1.6874095928958657																								0.7414765525677991																												1.0379259454773504	
B13_NODE_72										4.277369409895527																																																																																	
B13_NODE_79					0.0034275009937955					0.2584763463663793												0.0048187705886697																		0.0129286055698595						0.0016492222219547							0.0306253235013084																						0.0064909734964303						0.0158624014978099						0.0332195036018169			0.0283722410080636	
B13_NODE_111										9.59980481512932																																																																																	
B13_NODE_453										0.1525935009850582																																																																																	
B13_NODE_457										0.1909710840925817																																																																																	
B13_NODE_644										0.7792355718249089																																																																																	
B14_contig-120_0		2.8377228207419734	0.0029558777864384		0.0026724990805943		0.0050579170870721			0.0091061163291151						2.540525549494318						0.0090175273409708				0.0010592965092368		0.0291113643061176		0.005148383319917		0.0610832364068791		0.0124615696543991			0.0092989611090368	0.0182714553042882	0.0037949160589472			0.1980400701738956	0.0288539553376445					0.0085476400002315											0.0126956437965912	0.0010672898213791		0.015771758577964	0.0080502153333022				0.0040941060806165								0.0025305785078945					0.0350308931432455		0.1171050035750122	0.000512266039347	0.0159073798844945		0.0257234602312277		0.0064488872381854			
